,fpr,tpr
111,0.06256613756613756,0.4820261437908497
112,0.06388888888888888,0.4869281045751634
113,0.06507936507936508,0.48856209150326796
114,0.06746031746031746,0.4934640522875817
115,0.06891534391534392,0.5049019607843137
116,0.07156084656084656,0.5065359477124183
117,0.07275132275132275,0.5130718954248366
118,0.07433862433862434,0.5228758169934641
119,0.07658730158730159,0.5245098039215687
120,0.0794973544973545,0.5326797385620915
121,0.08161375661375661,0.5375816993464052
122,0.08505291005291005,0.5392156862745098
123,0.08756613756613757,0.5424836601307189
124,0.0917989417989418,0.5490196078431373
125,0.09338624338624339,0.5571895424836601
126,0.09537037037037037,0.5637254901960784
127,0.09748677248677248,0.5735294117647058
128,0.10013227513227513,0.5784313725490197
129,0.1033068783068783,0.5833333333333334
130,0.10661375661375662,0.5866013071895425
131,0.10899470899470899,0.5882352941176471
132,0.11243386243386243,0.5915032679738562
133,0.11534391534391535,0.6029411764705882
134,0.11878306878306878,0.6111111111111112
135,0.12169312169312169,0.6143790849673203
136,0.12407407407407407,0.6143790849673203
137,0.12804232804232804,0.619281045751634
138,0.13253968253968254,0.630718954248366
139,0.13597883597883598,0.6356209150326797
140,0.1392857142857143,0.6405228758169934
141,0.1425925925925926,0.6421568627450981
142,0.14695767195767195,0.6470588235294118
143,0.15119047619047618,0.6568627450980392
144,0.15502645502645504,0.6617647058823529
145,0.1585978835978836,0.6683006535947712
146,0.16203703703703703,0.6748366013071896
147,0.16613756613756614,0.684640522875817
148,0.17023809523809524,0.6911764705882353
149,0.1761904761904762,0.6911764705882353
150,0.18068783068783068,0.696078431372549
151,0.18624338624338624,0.7009803921568627
152,0.1931216931216931,0.7107843137254902
153,0.1988095238095238,0.7156862745098039
154,0.2056878306878307,0.7189542483660131
155,0.2130952380952381,0.7254901960784313
156,0.21917989417989417,0.7320261437908496
157,0.2265873015873016,0.7336601307189542
158,0.23531746031746031,0.738562091503268
159,0.2437830687830688,0.7434640522875817
160,0.25343915343915346,0.7598039215686274
161,0.2630952380952381,0.7696078431372549
162,0.27314814814814814,0.7728758169934641
163,0.2833333333333333,0.7859477124183006
164,0.29259259259259257,0.7892156862745098
165,0.30185185185185187,0.7973856209150327
166,0.3134920634920635,0.803921568627451
167,0.326984126984127,0.8088235294117647
168,0.34113756613756613,0.8120915032679739
169,0.3547619047619048,0.8202614379084967
170,0.36878306878306877,0.826797385620915
171,0.38333333333333336,0.8300653594771242
172,0.4025132275132275,0.8349673202614379
173,0.4201058201058201,0.8431372549019608
174,0.4380952380952381,0.8431372549019608
175,0.4579365079365079,0.8545751633986928
176,0.4763227513227513,0.8611111111111112
177,0.49457671957671956,0.8660130718954249
178,0.5146825396825396,0.8709150326797386
179,0.5347883597883598,0.8741830065359477
180,0.5599206349206349,0.880718954248366
181,0.5866402116402116,0.8856209150326797
182,0.6148148148148148,0.8954248366013072
183,0.6417989417989418,0.9035947712418301
184,0.6701058201058201,0.9084967320261438
185,0.7015873015873015,0.9183006535947712
186,0.7341269841269841,0.9313725490196079
187,0.7616402116402117,0.934640522875817
188,0.7919312169312169,0.946078431372549
189,0.8236772486772487,0.9509803921568627
190,0.8623015873015873,0.9640522875816994
191,1.0,1.0
